CustomerId,CreditScore,Gender,Age,Advisor_Age,Retired,Children(Y/N),InvestmentGoal,Tenure,ModeCommunication,Recency,Frequency,Monetory, Large B/P , Large ROE , Large S/P , Large Return Rate in the last quarter , Large Market Value , Small systematic Risk,Annual Return,Excess Return,Systematic Risk,NumOfProducts,NumberOfClients,PortfolioSize,Financial_lit,rating_trust,other_advisors,rating_knowledge,rating_comm,rating_avail,comments,Exited
15670702,618,1,37,41,0,0,Education,2,personal,5,5,2,0,0,0.25,0.25,0.25,0.25,0.138,0.013,0.97,2,25,101273.23,4,5,1,3,3,2,0.400505085,0
15704763,523,0,39,50,0,0,Short-term,1,email,1,1,1,0.2,0.2,0.2,0.2,0.2,0,0.172,0.02,1.01,1,11,118711.75,4,2,0,1,2,5,-0.500090804,1
15645544,642,0,30,60,0,1,Short-term,5,email,2,3,2,0.2,0.2,0.2,0.2,0,0.2,0.181,0.023,0.96,1,14,582.53,4,3,0,2,2,1,-0.552229593,0
15757646,584,1,35,56,0,1,Education,9,phone,2,2,1,0.2,0.2,0.2,0,0.2,0.2,0.171,0.022,0.94,2,9,192381.21,4,3,1,1,4,2,-0.52600245,0
15701121,521,1,38,59,0,1,Retirement,5,email,1,2,3,0.2,0.2,0,0.2,0.2,0.2,0.153,0.018,0.88,1,15,136507.69,5,1,1,3,5,2,0.445934599,1
15796313,662,0,36,56,0,0,Education,4,personal,2,2,2,0.2,0,0.2,0.2,0.2,0.2,0.156,0.018,0.97,2,21,138871.12,4,3,1,2,3,1,-0.501309721,1
15815660,758,0,34,52,0,0,Education,1,personal,3,3,4,0,0.2,0.2,0.2,0.2,0.2,0.161,0.018,0.98,1,19,60728.89,4,3,0,2,1,4,-0.316924917,0
15602844,717,1,38,36,0,1,Education,7,skype,5,3,3,0.167,0.167,0.167,0.167,0.167,0.167,0.173,0.022,0.91,1,6,189175.71,3,3,0,3,2,5,0.442526171,0
15636238,611,1,40,57,0,1,Short-term,1,skype,4,2,4,1,0,0,0,0,0,0.139,0.01,1.33,2,24,102547.56,3,5,1,3,5,5,0.663850527,0
15770101,766,1,43,35,0,0,Short-term,6,email,3,2,2,0,1,0,0,0,0,0.143,0.01,1.17,2,21,36706.56,5,4,1,1,2,5,0.744294213,0
15645543,636,0,34,38,0,0,Education,3,skype,2,2,2,0,0,1,0,0,0,0.173,0.018,1.3,2,7,44756.25,4,4,1,1,2,5,0.32976021,0
15596397,814,0,48,41,0,0,Education,7,email,5,2,4,0,0,0,1,0,0,0.096,-0.002,1.39,2,21,132870.15,3,3,1,1,5,1,-0.370988953,0
15770525,760,1,28,51,0,1,Retirement,1,email,5,4,5,0,0,0,0,1,0,0.096,0.001,1.04,2,22,16287.38,3,5,1,2,1,3,-0.540097509,0
15684267,607,1,39,48,0,0,Education,2,personal,3,4,3,0,0,0,0,0,1,0.07,-0.005,1.1,2,12,121945.42,5,3,1,2,5,2,0.40074464,0
15689980,725,0,36,36,0,0,Short-term,4,email,1,2,5,0.5,0.5,0,0,0,0,0.195,0.026,0.97,1,8,131173.9,3,2,1,2,1,3,-0.460015261,1
15633260,600,1,37,59,0,1,Retirement,1,skype,4,3,3,0.5,0,0.5,0,0,0,0.164,0.016,1.32,1,9,88669.89,2,3,0,1,4,1,-0.330649064,0
15756471,656,1,27,56,0,0,Education,4,personal,5,4,1,0,0.5,0.5,0,0,0,0.185,0.022,1.06,2,22,160835.3,5,3,1,1,3,1,-0.434761804,0
15721303,640,1,34,46,0,1,Education,1,personal,5,2,1,0.5,0,0,0.5,0,0,0.15,0.015,1.05,1,12,24761.36,2,4,1,3,5,4,0.522003913,0
15802256,439,1,28,36,0,1,Short-term,7,phone,4,4,4,0,0.5,0,0.5,0,0,0.159,0.015,1.17,2,24,138526.96,5,3,1,2,1,4,0.411803512,0
15725664,549,0,38,46,0,0,Retirement,8,personal,3,2,2,0,0,0.5,0.5,0,0,0.17,0.018,1.16,1,22,157442.75,5,4,1,2,5,5,0.56926951,0
15674851,622,1,38,57,0,0,Short-term,5,skype,2,5,3,0.5,0,0,0,0.5,0,0.14,0.011,1.09,2,7,105295.77,3,5,1,3,5,3,0.320899032,0
15701946,715,1,34,48,0,0,Education,4,personal,4,3,1,0,0.5,0,0,0.5,0,0.123,0.008,1.01,1,16,97782.92,5,4,0,3,2,5,0.490216997,0
15748947,657,0,41,57,0,0,Retirement,5,phone,5,4,2,0,0,0.5,0,0.5,0,0.145,0.013,1.07,1,15,68255.88,5,3,1,1,1,5,0.421011383,0
15673342,703,1,36,38,0,0,Retirement,2,skype,3,4,2,0,0,0,0.5,0.5,0,0.09,-0.001,1.15,2,21,108790.95,2,4,0,2,5,3,0.415499268,0
15601008,802,1,33,38,0,0,Retirement,8,phone,2,4,4,0.5,0,0,0,0,0.5,0.118,0.009,0.97,2,22,143706.18,2,4,1,1,1,3,-0.438749344,0
15771636,793,0,36,50,0,1,Short-term,0,skype,4,3,1,0,0.5,0,0,0,0.5,0.154,0.017,0.99,1,18,148993.47,3,5,1,2,4,2,0.541488657,0
15642002,554,0,35,46,0,0,Short-term,6,email,2,2,1,0,0,0.5,0,0,0.5,0.138,0.013,1.04,2,9,95277.15,5,1,1,1,5,1,-0.375289514,1
15693381,533,1,38,38,0,1,Short-term,1,phone,5,5,4,0,0,0,0.5,0,0.5,0.101,0.003,1.12,2,8,152956.33,5,4,1,3,5,4,0.409067911,0
15607691,658,1,36,46,0,1,Short-term,8,phone,5,5,5,0,0,0,0,0.5,0.5,0.093,0.001,1.01,1,16,94925.62,2,4,0,2,4,3,0.55140754,0
15589380,713,1,40,38,0,0,Short-term,3,skype,2,2,5,0.333,0.333,0.333,0,0,0,0.192,0.024,1.08,2,12,87308.18,4,4,1,1,3,2,-0.602460718,0
15603846,711,1,37,37,0,1,Retirement,2,phone,1,2,1,0.333,0.333,0,0.333,0,0,0.183,0.023,0.98,2,13,83978.86,3,1,1,1,3,5,-0.550833261,1
15753549,669,1,25,43,0,1,Education,1,personal,1,2,4,0.333,0,0.333,0.333,0,0,0.164,0.017,1.14,1,13,37543.93,5,3,1,1,1,3,-0.455453672,1
15725355,439,0,43,54,0,1,Education,8,phone,4,3,2,0,0.333,0.333,0.333,0,0,0.184,0.022,1.07,1,11,104889.3,4,4,0,3,5,5,0.49717771,0
15773017,763,0,37,37,0,0,Education,6,personal,4,3,1,0.333,0.333,0,0,0.333,0,0.147,0.015,0.95,2,6,149705.25,4,3,1,1,5,3,0.535972652,0
15625641,697,0,74,39,1,1,Short-term,3,phone,5,3,3,0.333,0,0.333,0,0.333,0,0.168,0.017,1.17,2,25,16445.79,5,5,1,3,4,1,0.745647466,0
15776467,702,0,35,59,0,1,Short-term,8,skype,5,4,4,0,0.333,0.333,0,0.333,0,0.146,0.014,0.99,2,25,54689.16,3,5,1,3,5,3,0.479486733,0
15746451,686,1,41,60,0,1,Retirement,7,skype,4,2,4,0.333,0,0,0.333,0.333,0,0.127,0.01,0.99,1,5,194913.86,4,4,1,2,4,2,0.462695997,0
15777922,629,1,36,60,0,0,Retirement,1,skype,4,4,3,0,0.333,0,0.333,0.333,0,0.124,0.007,1.09,2,19,146371.72,5,4,0,3,1,2,0.487880198,0
15606841,823,1,38,56,0,1,Retirement,1,email,2,2,2,0,0,0.333,0.333,0.333,0,0.138,0.012,1.04,2,6,156603.7,5,4,1,3,2,3,0.227613611,0
15757648,683,0,35,57,0,1,Short-term,5,phone,4,3,3,0.333,0.333,0,0,0,0.333,0.17,0.024,0.82,1,14,182566.76,5,5,1,1,1,3,0.280917772,0
15677173,555,1,37,60,0,0,Retirement,9,personal,3,2,4,0.333,0,0.333,0,0,0.333,0.135,0.012,1.07,1,9,60194.05,3,4,1,3,3,4,0.523695276,0
15764170,647,1,44,53,0,0,Short-term,4,skype,2,1,4,0,0.333,0.333,0,0,0.333,0.185,0.024,0.98,1,23,36579.53,4,2,0,2,5,3,0.733936197,1
15610446,714,0,51,55,0,0,Retirement,4,phone,3,1,3,0.333,0,0,0.333,0,0.333,0.127,0.011,0.94,3,23,5862.53,4,2,0,2,3,5,0.665512748,1
15612776,850,0,39,58,0,1,Education,10,phone,4,5,2,0,0.333,0,0.333,0,0.333,0.156,0.017,0.99,2,23,143030.09,3,4,1,1,5,1,-0.341753197,0
15794122,713,0,59,41,0,1,Education,3,personal,2,3,4,0,0,0.333,0.333,0,0.333,0.157,0.016,1.07,2,16,62700.08,2,4,0,3,1,1,-0.689721043,0
15774931,452,1,30,42,0,0,Retirement,7,email,2,4,2,0.333,0,0,0,0.333,0.333,0.138,0.014,0.96,1,7,99017.34,3,3,0,1,2,4,-0.451945282,0
15779247,683,0,24,36,0,1,Short-term,8,email,4,2,4,0,0.333,0,0,0.333,0.333,0.138,0.012,0.97,1,8,187987.01,5,3,0,3,2,2,0.674132007,0
15707078,577,0,26,53,0,1,Retirement,1,phone,5,2,2,0,0,0.333,0,0.333,0.333,0.141,0.014,0.95,1,8,123454.62,3,5,0,2,3,2,0.714505706,0
15605263,552,1,33,40,0,0,Short-term,5,phone,2,5,2,0,0,0,0.333,0.333,0.333,0.09,0,1.13,1,15,10921.5,3,3,1,3,5,4,0.66452593,0
15607381,769,0,31,47,0,0,Short-term,7,personal,5,3,4,0.25,0.25,0.25,0.25,0,0,0.191,0.024,1.06,2,8,53817.23,4,4,1,3,1,3,0.229444317,0
15683471,691,1,38,51,0,1,Retirement,7,skype,4,2,3,0.25,0.25,0.25,0,0.25,0,0.17,0.019,1.02,2,7,81617.4,5,5,0,1,4,3,0.731397751,0
15605037,818,0,49,59,0,0,Retirement,2,email,1,1,4,0.25,0.25,0,0.25,0.25,0,0.15,0.015,0.98,1,16,192298.84,5,1,0,1,5,3,0.481332969,1
15576085,739,1,41,49,0,1,Short-term,5,email,5,5,1,0.25,0,0.25,0.25,0.25,0,0.153,0.015,1.08,2,11,143882.25,4,3,1,1,2,4,-0.414485033,0
15770435,639,0,50,53,0,0,Education,6,phone,2,3,5,0,0.25,0.25,0.25,0.25,0,0.152,0.014,1.05,2,15,53130.41,4,3,1,3,2,5,0.523570892,0
15592994,651,0,65,56,1,0,Short-term,0,personal,2,3,5,0.25,0.25,0.25,0,0,0.25,0.177,0.023,0.97,2,15,190454.04,2,5,0,3,4,2,0.715081836,0
15624068,779,0,26,42,0,1,Retirement,0,phone,2,5,4,0.25,0.25,0,0.25,0,0.25,0.17,0.023,0.86,2,19,111906,4,3,1,1,5,3,0.379868722,0
15595221,850,0,33,44,0,1,Short-term,7,email,2,4,3,0.25,0,0.25,0.25,0,0.25,0.154,0.017,1.04,1,23,113177.95,5,3,1,3,5,3,0.537381383,0
15637131,829,1,38,58,0,1,Retirement,9,personal,3,4,1,0,0.25,0.25,0.25,0,0.25,0.179,0.022,1,2,17,30529.88,2,5,1,1,1,4,-0.420109233,0
15613471,579,1,31,49,0,0,Education,2,phone,3,4,2,0.25,0.25,0,0,0.25,0.25,0.163,0.021,0.83,2,8,18800.13,4,5,0,2,2,4,0.59784251,0
15583499,510,1,32,57,0,0,Short-term,9,skype,4,5,4,0.25,0,0.25,0,0.25,0.25,0.153,0.016,1.03,1,16,46127.7,4,4,1,1,4,4,0.431283309,0
15752816,531,1,29,46,0,1,Education,3,skype,2,5,4,0,0.25,0.25,0,0.25,0.25,0.164,0.019,0.93,1,7,75585.48,4,4,1,2,2,1,-0.44769531,0
15804075,628,0,36,44,0,0,Short-term,3,phone,3,4,3,0.25,0,0,0.25,0.25,0.25,0.129,0.012,0.89,1,14,63085.94,3,4,0,3,1,1,-0.464661679,0
15800517,633,1,32,60,0,1,Short-term,5,phone,3,3,4,0,0.25,0,0.25,0.25,0.25,0.14,0.012,1.01,2,12,74415.2,4,5,0,3,1,5,0.630083125,0
15712319,714,1,45,58,0,0,Retirement,8,personal,4,5,2,0,0,0.25,0.25,0.25,0.25,0.138,0.013,0.97,2,17,139889.15,5,3,1,2,5,3,0.61661913,0
15797389,604,1,23,44,0,1,Education,9,skype,3,2,4,0.2,0.2,0.2,0.2,0.2,0,0.172,0.02,1.01,1,21,7267.25,2,4,0,3,4,3,0.581583093,0
15621432,630,1,35,54,0,1,Retirement,1,skype,2,2,1,0.2,0.2,0.2,0.2,0,0.2,0.181,0.023,0.96,2,11,186826.22,5,3,1,2,4,2,0.532411126,0
15779390,850,0,31,50,0,0,Retirement,4,personal,3,3,1,0.2,0.2,0.2,0,0.2,0.2,0.171,0.022,0.94,1,9,162149.07,5,4,0,2,2,4,0.214266096,0
15711219,788,0,57,53,0,1,Education,8,phone,3,1,3,0.2,0.2,0,0.2,0.2,0.2,0.153,0.018,0.88,1,22,180150.49,5,2,0,3,5,4,0.683476844,1
15770498,798,0,37,42,0,1,Education,4,skype,4,4,2,0.2,0,0.2,0.2,0.2,0.2,0.156,0.018,0.97,1,23,83478.12,3,3,0,3,5,3,0.455458825,0
15678727,770,1,45,47,0,0,Short-term,4,personal,1,1,4,0,0.2,0.2,0.2,0.2,0.2,0.161,0.018,0.98,1,7,26163.74,3,3,0,2,3,5,0.479424378,1
15573893,569,1,25,48,0,0,Education,9,phone,2,5,4,0.167,0.167,0.167,0.167,0.167,0.167,0.173,0.022,0.91,2,22,44381.06,3,5,0,3,3,5,0.464659402,0
15740104,425,0,22,52,0,0,Education,7,email,2,1,5,1,0,0,0,0,0,0.139,0.01,1.33,2,22,136365,4,3,0,2,4,3,0.316551321,1
15792649,547,0,31,59,0,0,Short-term,9,skype,5,4,1,0,1,0,0,0,0,0.143,0.01,1.17,2,11,99294.22,5,3,0,1,4,5,0.50991778,0
15605275,725,1,45,36,0,0,Short-term,8,personal,1,2,3,0,0,1,0,0,0,0.173,0.018,1.3,1,15,173464.43,4,1,1,1,3,4,-0.578021422,1
15572467,506,1,37,50,0,0,Education,5,skype,4,4,2,0,0,0,1,0,0,0.096,-0.002,1.39,2,21,127543.81,5,4,1,2,2,5,0.732681804,0
15738219,632,0,36,37,0,0,Short-term,7,phone,4,4,3,0,0,0,0,1,0,0.096,0.001,1.04,2,16,52526.65,5,5,0,1,1,1,-0.348179638,0
15600710,620,1,22,42,0,0,Education,0,personal,3,4,1,0,0,0,0,0,1,0.07,-0.005,1.1,1,21,32589.45,5,5,0,3,1,3,0.469753099,0
15804394,663,1,32,49,0,0,Retirement,8,skype,3,1,4,0.5,0.5,0,0,0,0,0.195,0.026,0.97,1,23,47161.25,5,2,1,3,3,1,-0.588733623,1
15694188,700,0,46,51,0,0,Education,5,phone,3,4,1,0.5,0,0.5,0,0,0,0.164,0.016,1.32,2,18,45424.13,2,4,0,1,3,5,0.480598094,0
15583718,696,1,38,56,0,0,Retirement,6,skype,3,4,5,0,0.5,0.5,0,0,0,0.185,0.022,1.06,1,5,8018.49,4,4,0,3,4,1,0.489966148,0
15802478,767,1,31,60,0,1,Education,6,personal,4,4,1,0.5,0,0,0.5,0,0,0.15,0.015,1.05,2,5,195668,4,4,0,1,4,4,0.41661331,0
15619343,561,1,56,47,0,1,Education,7,email,2,1,4,0,0.5,0,0.5,0,0,0.159,0.015,1.17,2,19,133167.11,3,3,0,3,1,5,0.777759547,1
15758813,350,1,39,48,0,1,Retirement,0,skype,3,2,5,0,0,0.5,0.5,0,0,0.17,0.018,1.16,2,22,123602.11,4,1,0,1,3,1,-0.491318903,1
15761374,706,1,54,41,0,0,Short-term,9,personal,5,2,2,0.5,0,0,0,0.5,0,0.14,0.011,1.09,1,12,186238.85,4,3,1,2,4,4,0.458778511,0
15569209,464,0,34,51,0,1,Education,5,personal,2,5,4,0,0.5,0,0,0.5,0,0.123,0.008,1.01,1,18,158668.87,2,5,0,3,1,4,0.570931634,0
15788539,501,0,34,53,0,1,Education,3,skype,5,3,4,0,0,0.5,0,0.5,0,0.145,0.013,1.07,1,5,9249.36,4,4,1,2,2,1,-0.62105537,0
15747222,745,0,35,37,0,1,Education,8,email,2,5,5,0,0,0,0.5,0.5,0,0.09,-0.001,1.15,2,6,116581.1,5,5,1,3,3,5,0.567107707,0
15769346,587,0,36,39,0,0,Retirement,1,phone,3,5,2,0.5,0,0,0,0,0.5,0.118,0.009,0.97,2,25,44688.08,3,3,1,1,3,3,-0.643790187,0
15699634,667,0,48,54,0,0,Education,2,email,2,4,2,0,0.5,0,0,0,0.5,0.154,0.017,0.99,2,23,148608.39,4,5,1,1,4,1,0.617636328,0
15589076,737,1,36,45,0,1,Retirement,9,phone,2,1,1,0,0,0.5,0,0,0.5,0.138,0.013,1.04,1,24,188670.9,5,3,0,1,3,2,-0.610437519,1
15812338,485,0,30,46,0,1,Education,7,email,4,4,4,0,0,0,0.5,0,0.5,0.101,0.003,1.12,1,16,107067.37,4,4,1,1,3,2,-0.491588755,0
15758845,590,0,37,57,0,1,Retirement,0,phone,3,2,3,0,0,0,0,0.5,0.5,0.093,0.001,1.01,1,18,61759.33,3,3,0,2,1,1,-0.314068383,1
15685844,518,0,35,47,0,0,Retirement,8,email,5,3,4,0.333,0.333,0.333,0,0,0,0.192,0.024,1.08,1,19,192776.64,2,4,1,3,2,3,-0.565898749,0
15583090,581,0,29,47,0,0,Short-term,8,phone,5,5,4,0.333,0.333,0,0.333,0,0,0.183,0.023,0.98,2,9,46735.19,3,4,0,3,5,1,0.502417431,0
15587581,785,0,33,53,0,1,Short-term,5,phone,2,3,2,0.333,0,0.333,0.333,0,0,0.164,0.017,1.14,2,11,169117.74,2,3,0,3,3,5,0.511928559,0
15633640,799,0,52,57,0,1,Education,4,email,5,4,2,0,0.333,0.333,0.333,0,0,0.184,0.022,1.07,1,20,89081.41,2,3,0,1,3,3,-0.4539221,0
15573741,698,1,38,59,0,0,Short-term,10,email,5,2,3,0.333,0.333,0,0,0.333,0,0.147,0.015,0.95,1,8,105227.86,3,4,1,1,5,5,0.567200096,0
15633574,730,0,41,39,0,1,Education,4,email,3,5,5,0.333,0,0.333,0,0.333,0,0.168,0.017,1.17,1,20,128246.81,5,4,0,2,1,1,-0.752942587,0
15711455,740,0,36,57,0,1,Education,4,skype,2,1,4,0,0.333,0.333,0,0.333,0,0.146,0.014,0.99,1,20,94554.74,5,2,1,2,1,1,-0.72922565,1
15570601,785,0,47,42,0,0,Short-term,9,phone,3,1,5,0.333,0,0,0.333,0.333,0,0.127,0.01,0.99,1,18,33823.5,5,1,1,2,2,3,-0.229970612,1
15690925,527,0,29,40,0,1,Education,2,phone,2,2,5,0,0.333,0,0.333,0.333,0,0.124,0.007,1.09,1,20,97468.44,3,2,1,2,3,5,0.53861885,1
15709338,544,0,29,58,0,0,Retirement,1,phone,5,5,2,0,0,0.333,0.333,0.333,0,0.138,0.012,1.04,1,25,164137.36,5,3,0,1,3,1,-0.540534824,0
15780746,705,1,61,57,0,1,Short-term,4,phone,5,4,5,0.333,0.333,0,0,0,0.333,0.17,0.024,0.82,2,8,191313.7,4,4,1,2,5,4,0.55509124,0
15681956,684,1,34,51,0,0,Retirement,9,email,5,2,3,0.333,0,0.333,0,0,0.333,0.135,0.012,1.07,2,22,65257.57,3,5,1,1,3,2,-0.570361028,0
15778190,639,0,28,52,0,0,Retirement,8,skype,3,5,3,0,0.333,0.333,0,0,0.333,0.185,0.024,0.98,1,22,178222.77,2,5,1,3,4,5,0.768743926,0
15786852,565,0,38,48,0,0,Retirement,2,phone,4,5,2,0.333,0,0,0.333,0,0.333,0.127,0.011,0.94,2,25,179445.28,4,4,1,3,1,5,0.479091489,0
15726494,481,1,44,39,0,1,Education,9,personal,2,1,1,0,0.333,0,0.333,0,0.333,0.156,0.017,0.99,1,5,65500.53,3,1,0,1,4,1,-0.543344083,1
15641183,731,1,25,35,0,0,Education,8,email,4,2,4,0,0,0.333,0.333,0,0.333,0.157,0.016,1.07,1,25,97877.92,2,3,0,3,3,2,-0.538112303,0
15805312,607,1,45,56,0,1,Education,7,phone,5,3,2,0.333,0,0,0,0.333,0.333,0.138,0.014,0.96,1,25,113051.57,4,4,1,2,1,4,0.584733966,0
15636572,760,0,32,60,0,1,Education,7,phone,3,5,3,0,0.333,0,0,0.333,0.333,0.138,0.012,0.97,2,22,105969.05,3,3,0,3,5,4,0.814309631,0
15632575,559,0,70,52,1,0,Education,9,phone,4,3,4,0,0,0.333,0,0.333,0.333,0.141,0.014,0.95,1,15,122996.76,4,4,1,3,4,2,0.171379127,0
15740164,715,0,33,40,0,0,Retirement,3,skype,2,4,2,0,0,0,0.333,0.333,0.333,0.09,0,1.13,1,6,68087.15,2,5,0,3,5,3,0.370970898,0
15574947,656,1,36,56,0,1,Education,8,skype,4,2,5,0.25,0.25,0.25,0.25,0,0,0.191,0.024,1.06,2,12,21478.36,5,3,1,3,2,2,0.697326911,0
15597909,652,1,33,50,0,0,Education,7,personal,4,4,2,0.25,0.25,0.25,0,0.25,0,0.17,0.019,1.02,1,15,158437.73,2,3,0,1,4,2,-0.490374648,0
15782574,624,1,33,47,0,0,Retirement,6,skype,5,4,1,0.25,0.25,0,0.25,0.25,0,0.15,0.015,0.98,2,8,76551.7,2,3,0,1,3,1,-0.549590208,0
15734999,634,1,36,40,0,1,Short-term,2,skype,3,5,4,0.25,0,0.25,0.25,0.25,0,0.153,0.015,1.08,1,17,15887.68,2,3,1,1,3,2,-0.360802739,0
15706593,850,0,50,51,0,1,Education,10,personal,4,5,3,0,0.25,0.25,0.25,0.25,0,0.152,0.014,1.05,2,22,33741.84,5,4,0,3,2,4,0.563640235,0
15766686,659,0,39,58,0,0,Retirement,1,personal,4,2,5,0.25,0.25,0.25,0,0,0.25,0.177,0.023,0.97,1,10,20652.69,2,3,1,3,1,3,-0.591059663,0
15590268,529,1,35,41,0,0,Education,5,personal,2,4,3,0.25,0.25,0,0.25,0,0.25,0.17,0.023,0.86,1,22,112781.5,3,3,0,1,5,1,-0.356201347,0
15763055,572,1,31,47,0,0,Retirement,5,skype,3,5,5,0.25,0,0.25,0.25,0,0.25,0.154,0.017,1.04,1,18,119996.95,3,5,0,3,5,4,0.241947468,0
15664754,640,1,39,43,0,0,Retirement,9,skype,2,2,3,0,0.25,0.25,0.25,0,0.25,0.179,0.022,1,4,18,6981.43,3,2,1,2,4,2,-0.607412853,1
15643630,770,1,55,42,0,1,Short-term,9,skype,2,2,4,0.25,0.25,0,0,0.25,0.25,0.163,0.021,0.83,2,16,185211.28,5,2,1,3,2,4,0.379541851,1
15641043,648,1,35,35,0,1,Retirement,7,email,3,4,3,0.25,0,0.25,0,0.25,0.25,0.153,0.016,1.03,2,21,78436.36,5,5,0,1,3,2,0.790184403,0
15768095,579,1,31,47,0,1,Education,9,email,3,5,2,0,0.25,0.25,0,0.25,0.25,0.164,0.019,0.93,1,12,139048,5,5,1,2,3,4,0.427599764,0
15811314,589,0,36,46,0,0,Short-term,9,skype,4,5,4,0.25,0,0,0.25,0.25,0.25,0.129,0.012,0.89,2,23,136329.96,4,5,0,2,4,4,0.616367758,0
15669922,530,0,36,51,0,1,Short-term,2,skype,2,4,3,0,0.25,0,0.25,0.25,0.25,0.14,0.012,1.01,2,9,14721.8,3,3,0,2,2,3,-0.55728704,0
15707114,831,1,30,49,0,1,Short-term,2,email,3,4,2,0,0,0.25,0.25,0.25,0.25,0.138,0.013,0.97,2,17,3430.38,2,3,0,1,5,4,0.666848707,0
15670602,790,1,24,43,0,1,Education,7,email,3,4,5,0.2,0.2,0.2,0.2,0.2,0,0.172,0.02,1.01,1,18,160450.21,3,5,0,1,1,5,0.30824534,0
15713479,656,1,35,41,0,0,Retirement,6,skype,3,3,4,0.2,0.2,0.2,0.2,0,0.2,0.181,0.023,0.96,2,22,1485.27,5,5,0,2,2,2,0.497896624,0
15663830,563,1,32,51,0,0,Short-term,6,personal,4,5,5,0.2,0.2,0.2,0,0.2,0.2,0.171,0.022,0.94,2,5,19720.08,4,3,1,1,2,1,-0.28965272,0
15566958,667,1,39,43,0,0,Retirement,7,skype,5,3,1,0.2,0.2,0,0.2,0.2,0.2,0.153,0.018,0.88,1,6,41183.02,4,5,0,2,4,3,0.276312486,0
15680918,613,1,34,51,0,1,Education,8,email,2,5,3,0.2,0,0.2,0.2,0.2,0.2,0.156,0.018,0.97,1,7,139410.08,4,4,1,2,3,1,-0.489949808,0
15663921,429,1,60,45,0,1,Short-term,7,personal,4,3,3,0,0.2,0.2,0.2,0.2,0.2,0.161,0.018,0.98,2,18,163691.48,3,3,0,1,2,4,-0.724984696,0
15716324,665,0,23,53,0,0,Retirement,9,skype,5,2,1,0.167,0.167,0.167,0.167,0.167,0.167,0.173,0.022,0.91,1,15,115147.33,3,5,0,2,3,4,0.612956491,0
15796969,731,1,33,57,0,0,Short-term,4,personal,5,2,4,1,0,0,0,0,0,0.139,0.01,1.33,2,5,74945.11,4,5,1,3,1,1,-0.456148658,0
15574783,584,0,37,59,0,0,Retirement,1,skype,3,4,1,0,1,0,0,0,0,0.143,0.01,1.17,2,23,180363.56,4,3,1,3,1,1,-0.441411915,0
15773487,634,0,31,56,0,0,Short-term,8,email,2,2,5,0,0,1,0,0,0,0.173,0.018,1.3,1,23,196021.73,3,3,0,3,3,1,-0.565976839,0
15802486,488,1,34,37,0,1,Education,3,phone,3,4,1,0,0,0,1,0,0,0.096,-0.002,1.39,2,5,125979.36,2,5,1,2,4,3,0.38155684,0
15783398,535,0,49,50,0,0,Short-term,7,skype,2,4,5,0,0,0,0,1,0,0.096,0.001,1.04,1,19,111421.77,4,5,0,3,1,4,0.805170975,0
15649418,776,0,29,58,0,0,Education,7,email,4,3,2,0,0,0,0,0,1,0.07,-0.005,1.1,2,21,115818.51,4,4,1,3,4,4,0.609630645,0
15604588,850,0,38,46,0,0,Retirement,3,skype,2,3,4,0.5,0.5,0,0,0,0,0.195,0.026,0.97,2,5,179360.76,3,4,1,3,3,1,-0.498586554,0
15735428,673,0,37,41,0,0,Short-term,0,skype,4,2,2,0.5,0,0.5,0,0,0,0.164,0.016,1.32,2,19,82351.06,3,3,0,2,3,3,-0.61901626,0
15629078,850,0,45,52,0,1,Retirement,5,email,1,1,2,0,0.5,0.5,0,0,0,0.185,0.022,1.06,1,20,192744.23,3,2,0,1,4,1,-0.536374643,1
15806880,627,0,30,56,0,1,Short-term,6,phone,2,5,3,0.5,0,0,0.5,0,0,0.15,0.015,1.05,1,5,113408.47,5,3,0,3,5,2,0.573069821,0
15754999,570,0,33,45,0,1,Short-term,8,email,2,2,4,0,0.5,0,0.5,0,0,0.159,0.015,1.17,1,18,124641.42,4,5,0,3,1,2,0.410709039,0
15781034,796,1,67,36,1,0,Education,5,skype,4,2,3,0,0,0.5,0.5,0,0,0.17,0.018,1.16,2,18,54871.02,4,3,1,3,3,1,-0.397853917,0
15622017,773,0,33,43,0,0,Education,10,phone,5,5,2,0.5,0,0,0,0.5,0,0.14,0.011,1.09,1,7,98820.09,2,4,1,3,5,2,0.647172486,0
15705885,752,1,36,56,0,1,Short-term,2,email,3,5,1,0,0.5,0,0,0.5,0,0.123,0.008,1.01,2,24,45570.84,3,4,0,1,2,5,0.562691845,0
15677382,625,0,69,47,1,0,Education,1,phone,4,2,2,0,0,0.5,0,0.5,0,0.145,0.013,1.07,1,7,182336.45,2,3,0,1,4,3,-0.724318749,0
15566843,535,1,20,39,0,0,Retirement,9,skype,4,3,3,0,0,0,0.5,0.5,0,0.09,-0.001,1.15,1,21,118825.56,5,3,1,2,2,5,0.599737107,0
15608387,786,0,29,51,0,0,Retirement,4,personal,5,5,5,0.5,0,0,0,0,0.5,0.118,0.009,0.97,2,18,103372.79,4,4,0,1,4,2,0.777477485,0
15810786,620,0,67,42,1,1,Education,3,skype,4,4,5,0,0.5,0,0,0,0.5,0.154,0.017,0.99,2,8,43486.73,4,3,1,3,5,1,0.69359064,0
15626983,605,0,48,43,0,0,Short-term,6,skype,2,2,3,0,0,0.5,0,0,0.5,0.138,0.013,1.04,2,24,40062.99,5,3,1,2,2,3,0.246353776,0
